"Id","business_id","name","address","city","state","postal_code","latitude","longitude","phone_number",""
"3018","12306","CREIGHTON'S CAFÉ & BAKERY","5214D DIAMOND HEIGHTS","San Francisco","CA","94131","37.744449","-122.439384","",""
"3019","12308","SHABU - SEN RESTAURANT","1726 BUCHANAN ST ","San Francisco","CA","94115","37.786028","-122.429827","",""
"3020","12344","THE VILLAGE MARKET & PIZZA","750 FONT BLVD","San Francisco","CA","","37.723462","-122.483012","+14155374525",""
"3021","12489","KATZ BAGELS","663 HAIGHT","San Francisco","CA","","37.771682","-122.433123","+14155625183",""
"3022","12659","DEL TACO","711 MARKET STREET #B","San Francisco","CA","94105","37.787287","-122.403882","",""
"3023","12768","VASQUEZ COFFEE CO","50 MENDELL STREET #1","San Francisco","CA","94124","37.743419","-122.383536","",""
"3024","12788","LA TERRA","511 HARRISON STREET","San Francisco","CA","94105","37.785856","-122.393158","",""
"3025","12794","RANCHO GORDO","1 FERRY BUILDING #50","San Francisco","CA","94111","","","",""
"3026","13041","COI","373 BROADWAY ST ","San Francisco","CA","94133","37.798229","-122.40349","",""
"3027","13057","MISSION STREET ARCO","1798 MISSION ST.","San Francisco","CA","","37.768312","-122.420042","",""
"3028","13062","EVERETT MIDDLE SCHOOL","450 CHURCH ST.","San Francisco","CA","","37.763794","-122.428617","",""
"3029","13159","SHOGUN FISH CO","1 FERRY BUILDING #50","San Francisco","CA","94111","","","",""
"3030","13218","LESLIE A. HENNESSY, INC.","545 02ND ST ","San Francisco","CA","94107","37.782504","-122.392843","",""
"3031","13226","CALIFORNIA WINE MERCHANT","2113 CHESTNUT ST","San Francisco","CA","94123","37.800534","-122.438217","",""
"3032","13233","NOB HILL SMOKE SHOP","1402 CALIFORNIA ST","San Francisco","CA","94109","37.791036","-122.417489","",""
"3033","13274","T-28 BAKERY CAFÉ","1753-57 TARAVAL ST.","San Francisco","CA","94116","37.742596","-122.484831","",""
"3034","13313","MV SOLANO","PIER 41","San Francisco","CA","94133","37.808494","-122.412","",""
"3035","13374","ROOFTOP MIDDLE SCHOOL","500 CORBETT ST.","San Francisco","CA","94114","37.757398","-122.4442","+14155526757",""
"3036","13376","J.B.B.P  WEST","3045 SANTIAGO","San Francisco","CA","94116","37.7438","-122.499863","",""
"3037","13426","TRADER JOE'S","401 BAY ST","San Francisco","CA","94133","37.80557","-122.413626","",""
"3038","13427","EXTREME PIZZA","3911 ALEMANY BL.","San Francisco","CA","94132","37.711185","-122.46779","+14150999800",""
"3039","13428","SAFEWAY #2606","298 KING STREET","San Francisco","CA","94107","37.776491","-122.394175","",""
"3040","13526","CP - GRILL CART #1, (L PAD)","CANDLESTICK PARK, L19-21","San Francisco","CA","94124","37.712613","-122.387477","",""
"3041","13527","CP - GOAL LINE GRILL","CANDLESTICK PARK, L43-45","San Francisco","CA","94124","37.712613","-122.387477","",""
"3042","13528","CP - GRILL CART #3, (PC 37)","CANDLESTICK PARK, UL 37-39","San Francisco","CA","94124","37.712613","-122.387477","",""
"3043","13529","CP - GRILL CART #4, (PC 42)","CANDLESTICK PARK, UL 42-44","San Francisco","CA","94124","37.712613","-122.387477","",""
"3044","13530","CP - GRILL CART #5, (PC 55)","CANDLESTICK PARK, UL 53-55","San Francisco","CA","94124","37.712613","-122.387477","",""
"3045","13539","MISSION MARKET VILLAGE","2955 18TH STREET","San Francisco","CA","","","","",""
"3046","13564","QUICK N EASY INDIAN FOODS","2241 GEARY BLVD","San Francisco","CA","94115","","","",""
"3047","13623","CAFÉ MADELEINE","149 NEW MONTGOMERY STREET","San Francisco","CA","94105","37.786803","-122.399681","",""
"3048","13671","AFC SUSHI @SAFEWAY 2606","298 KING STREET","San Francisco","CA","94107","37.776491","-122.394175","",""
"3049","13753","TABOUN"," PARNASSUS AVE ","San Francisco","CA","","37.764574","-122.45295","",""
"3050","13814","GO GO MARKET & DELI","99 09TH ST ","San Francisco","CA","94103","37.774722","-122.406761","+14155863536",""
"3051","13831","FOCACCIA MARKET BAKERY","119 SACRAMENTO ST A","San Francisco","CA","94111","37.794543","-122.397037","",""
"3052","13837","CALIFORNIA CULINARY ACADEMY","350 RHODE ISLAND ST 2ND & 4TH FLOORS","San Francisco","CA","94103","37.774722","-122.406761","+14155649128",""
"3053","13838","JUDAHLICIOUS JUICE","3906 JUDAH ST","San Francisco","CA","94122","37.760528","-122.503991","",""
"3054","13890","KUFU-YA","7001 GEARY BLVD ","San Francisco","CA","","37.779661","-122.494492","",""
"3055","13965","BAYSUBWAY 02","125 ELLIS ST","San Francisco","CA","94102","37.785411","-122.408246","",""
"3056","13999","COCOA BELLA CHOCOLATE","2102 UNION ST","San Francisco","CA","94123","37.797298","-122.434063","",""
"3057","14005","TOYO JAPANESE RESTAURANT","1559A SLOAT BLVD","San Francisco","CA","94132","37.733901","-122.490726","",""
"3058","14022","TEN 15","1015 FOLSOM ST ","San Francisco","CA","94103","37.778143","-122.405966","",""
"3059","14027","CUMAICA COFFEE CO.","4726 MISSION ST.","San Francisco","CA","94112","37.7226","-122.436445","+14150306114",""
"3060","14049","DUONG DONG COFFEE","315 LEAVENWORTH ST","San Francisco","CA","94102","37.783877","-122.414337","",""
"3061","14069","NORIEGA MARKET","2444-50 NORIEGA ST","San Francisco","CA","94122","37.753708","-122.489818","",""
"3062","14071","SUBWAY #30196","700 04TH ST ","San Francisco","CA","94107","37.776858","-122.394729","",""
"3063","14075","BLUE BOTTLE COFFEE CO.","315 LINDEN ST","San Francisco","CA","94102","37.77634","-122.423099","",""
"3064","14156","HAPPY BAKERY","2253 IRVING ST","San Francisco","CA","","37.763514","-122.4824","",""
"3065","14186","AXIS CAFÉ & GALLERY","1201 08TH ST ","San Francisco","CA","94107","37.766727","-122.399585","",""
"3066","14268","DOMINO'S PIZZA","1408 FILLMORE ST.","San Francisco","CA","94115","37.782808","-122.432577","",""
"3067","14285","LEE'S DELI","75 BATTERY ST","San Francisco","CA","94111","37.791864","-122.399724","",""
"3068","14303","MANGO MEDLEY","3911 JUDAH ST.","San Francisco","CA","94122","37.760454","-122.503939","",""
"3069","14429","LITTLE STAR PIZZA","846 DIVISADERO","San Francisco","CA","94117","37.777488","-122.438257","",""
"3070","14525","SODEXO AT ACADEMY OF ART","180 NEW MONTGOMERY ST.","San Francisco","CA","94105","37.786467","-122.399349","",""
"3071","14526","THE GYMBOREE CORP","500  HOWARD ST 8/F","San Francisco","CA","94105","37.788294","-122.396419","",""
"3072","14568","THE ART BISTRO","6900 GEARY BLVD","San Francisco","CA","94121","37.779718","-122.493662","",""
"3073","14575","CITY PRODUCE","174 06TH ST ","San Francisco","CA","94103","37.774722","-122.406761","+14155760272",""
"3074","14577","KIM HOANG CAFE & FAST FOOD","246-250 LEAVENWORTH ST","San Francisco","CA","94102","37.783249","-122.414065","",""
"3075","14688","EAGLE CAFÉ","101 PINE","San Francisco","CA","94111","37.792343","-122.398567","",""
"3076","14740","EGGETTE CAFÉ","3136 NORIEGA ST","San Francisco","CA","94122","37.753338","-122.497572","",""
"3077","14743","POLLY ANN ICE CREAM","3138 NORIEGA ST.","San Francisco","CA","94122","37.753338","-122.497572","",""
"3078","14909","WHITE SWAN INN","845 BUSH ST","San Francisco","CA","94108","37.789834","-122.411247","",""
"3079","14910","PETITE AUBERGE","863 BUSH ST","San Francisco","CA","94108","37.789813","-122.411447","",""
"3080","14940","CITY SMOKE","2196 MISSION ST ","San Francisco","CA","","37.761894","-122.419443","",""
"3081","14950","FUNKY DOOR YOGA","1336 POLK ST","San Francisco","CA","94109","37.789218","-122.420334","",""
"3082","14951","MURPHY'S DELI","560 MISSION STREET","San Francisco","CA","94105","37.788426","-122.399371","",""
"3083","14971","SAN FRANCISCO PUBLIC MONTESSORI","2340 JACKSON ST","San Francisco","CA","94115","37.792628","-122.433514","+14155743768",""
"3084","15055","ONO HAWAIIN BBQ","1501 SLOAT #A","San Francisco","CA","94132","37.733974","-122.489729","",""
"3085","15094","THE MARSH CAFE","1070 VALENCIA STREET","San Francisco","CA","94110","37.755766","-122.421078","+14155640235",""
"3086","15100","STANLEY'S STEAMER"," 229 GEARY AT STOCKTON ST ON STOCKTON","San Francisco","CA","94108","37.787467","-122.40688","",""
"3087","15120","NORDSTROM ESPRESSO BAR","865 MARKET STREET","San Francisco","CA","94103","37.784317","-122.407563","",""
"3088","15132","THE MAGIC DOLLAR STORE","295 EDDY ST ","San Francisco","CA","94102","37.783905","-122.412465","",""
"3089","15184","LIME TREE","450 D IRVING ST ","San Francisco","CA","94122","37.758941","-122.48591","",""
"3090","15222","SAN FRANCISCO SOUP COMPANY","50 FREMONT ST.","San Francisco","CA","94105","37.790897","-122.397318","",""
"3091","15279","DELI WORLD","18 OCEAN AVE.","San Francisco","CA","","37.724174","-122.435859","+14155333111",""
"3092","15300","HOTEL VITALE/AMERICANO","8 MISSION STREET","San Francisco","CA","94105","37.793404","-122.39305","",""
"3093","15307","EARL'S ORGANIC PRODUCE","2101 JERROLD AVE 100","San Francisco","CA","94124","37.744072","-122.398827","",""
"3094","15382","DRAGON INSTANT PRINTING","450 TARAVAL ST ","San Francisco","CA","","37.743322","-122.47081","",""
"3095","15388","CALIFORNIA BAZAAR","900 NORTH POINT","San Francisco","CA","","37.805558","-122.422061","",""
"3096","15535","BOUDIN RESTAURANT","160 JEFFERSON ST 1ST FLOOR","San Francisco","CA","94133","37.808352","-122.415157","",""
"3097","15536","WATTLE CREEK WINERY-TASTING ROOM","900 NORTH POINT ST SUITE E-211","San Francisco","CA","94109","37.805427","-122.422854","",""
"3098","15537","CALIFORNIA CULINARY ACADEMY","350 RHODE ISLAND  3/F","San Francisco","CA","94103","37.765427","-122.402645","+14155773500",""
"3099","15589","SUPPERCLUB SAN FRANCISCO","657 HARRISON ST","San Francisco","CA","94107","37.783257","-122.396472","",""
"3100","15697","SUBWAY #33847","795 FOLSOM ST","San Francisco","CA","94107","37.782214","-122.400847","",""
"3101","15726","OTIS LOUNGE","25 MAIDEN LN","San Francisco","CA","","37.788412","-122.403533","",""
"3102","15738","OSHA THAI RESTAURANT","149 02ND ST ","San Francisco","CA","94105","37.787343","-122.398902","",""
"3103","15752","PEET'S COFFEE & TEA","2  EMBARCADERO CENTER  #R2113","San Francisco","CA","94111","37.794818","-122.398474","",""
"3104","15806","VITAL TEA LEAF","1044 GRANT AVE","San Francisco","CA","94133","37.796597","-122.406696","",""
"3105","15811","CALIFORNIA CULINARY ACADEMY","350 RHODE ISLAND ST 1/F","San Francisco","CA","94103","37.765427","-122.402645","+14155773500",""
"3106","15845","NANA YUM YUM","  VARIOUS LOCATIONS  ","San Francisco","CA","","","","",""
"3107","15861","BEALE STREET QUIZNOS SUB #4540","80 BEALE ST","San Francisco","CA","94105","37.791468","-122.39624","",""
"3108","15961","CROCKER GALLERIA CERTIFIED FARMERS MARKET","50 POST ST 1ST FLOOR","San Francisco","CA","94104","37.789064","-122.402861","",""
"3109","16047","THE RICHMOND","615 BALBOA ST","San Francisco","CA","94118","37.777123","-122.46534","",""
"3110","16083","PROGRESSIVE GROUNDS","2301 BRYANT ST","San Francisco","CA","94110","37.757463","-122.409556","",""
"3111","16112","THE FATTED CALF","1  FERRY BUILDING  #50","San Francisco","CA","94111","","","",""
"3112","16162","QUICK-N-EZEE INDIAN FOODS","3861 24TH ST ","San Francisco","CA","94114","","","",""
"3113","16223","QUIZNOS SUB","1501 B SLOAT BLVD ","San Francisco","CA","94132","37.721453","-122.48629","",""
"3114","16279","THE LELAND TEA COMPANY","1416 BUSH ST","San Francisco","CA","94109","37.788678","-122.420593","",""
"3115","16286","STARBUCKS COFFEE","425 BATTERY ST","San Francisco","CA","94111","37.795366","-122.400435","",""
"3116","16329","OSCAR BURGER & DELI","1850 CESAR CHAVEZ ST","San Francisco","CA","94124","37.749798","-122.395962","",""
"3117","16349","L'S CAFÉ","2871 24TH ST ","San Francisco","CA","94110","37.752764","-122.409588","",""
"3118","16361","CAFÉ MONTE CRISTO","2101 GENEVA AVE","San Francisco","CA","94134","37.708527","-122.420733","",""
"3119","16419","ESTHER'S GERMAN BAKERY","50 POST ST 1ST FLOOR","San Francisco","CA","94104","","","",""
"3120","16424","SAM'S MARKET","580 PRECITA AVE","San Francisco","CA","94110","37.747496","-122.40957","",""
"3121","16432","AFC SUSHI @ SAFEWAY #1206","300 BAY ST","San Francisco","CA","94133","37.805758","-122.412774","",""
"3122","16435","THE TOASTER OVEN SANDWICH SHOP","145 02ND ST ","San Francisco","CA","94105","37.78751","-122.399065","",""
"3123","16441","HAWAIIAN DRIVE INN","2600 SAN BRUNO AVE","San Francisco","CA","94134","37.728718","-122.404101","",""
"3124","16480","BAY BREAD","50 POST ST ","San Francisco","CA","94104","","","",""
"3125","16484","DIAMOND OF CALIFORNIA","24 WILLIE MAYS PLAZA  ","San Francisco","CA","94107","37.778382","-122.391151","",""
"3126","16513","EVERGREEN GARDEN RESTAURANT","3100 18TH ST ","San Francisco","CA","94110","37.762249","-122.413092","",""
"3127","16551","BLANC ET ROUGE","2 EMBARCADERO CENTER  ","San Francisco","CA","94111","37.79481","-122.39877","",""
"3128","16585","TACOS SANTANA","793 SO VAN NESS AVE ","San Francisco","CA","94110","","","",""
"3129","16668","SAN FRANCISCO FASHION HOUSE","420 GRANT AVE ","San Francisco","CA","94108","37.790852","-122.405524","",""
"3130","16669","EL TESORO","599 O'FARRELL ST ","San Francisco","CA","94102","37.785593","-122.414448","",""
"3131","16670","CLUB ONE, INC","535 MASON ST ","San Francisco","CA","94102","37.788385","-122.410165","",""
"3132","16697","THE POUR HOUSE","1327 POLK ST ","San Francisco","CA","94109","37.789101","-122.42045","",""
"3133","16704","JOHN COLINS","90 NATOMA ST ","San Francisco","CA","94105","37.787484","-122.398563","",""
"3134","16751","NIHON","1779 FOLSOM ST ","San Francisco","CA","94103","37.768654","-122.415586","",""
"3135","16784","MUSKAAN CUISINE OF INDIA","101 SPEAR ST 22","San Francisco","CA","94105","37.792577","-122.393992","",""
"3136","16806","KUSINA NI TESS","237 ELLIS ST ","San Francisco","CA","94102","37.785184","-122.410297","",""
"3137","16858","ALL DAY CAFÉ","1105 MARKET ST ","San Francisco","CA","94103","37.780353","-122.412575","+14155258883",""
"3138","16884","SODEXHO AT ACADEMY OF ART - KOISK","60 FEDERAL ST ","San Francisco","CA","94107","","","",""
"3139","16915","PHO HOA","3 EMBARCADERO CENTER  ","San Francisco","CA","94111","37.794958","-122.397294","",""
"3140","17030","TIAN SING CHINESE RESTAURANT","138 CYRIL MAGNIN ST ","San Francisco","CA","94102","37.785624","-122.40869","",""
"3141","17346","AFC SUSHI @ SAFEWAY #667","5290 DIAMOND HEIGHTS BLVD ","San Francisco","CA","94131","37.744076","-122.438684","",""
"3142","17411","OYE MANAGUA","3385 MISSION ST ","San Francisco","CA","94110","37.742375","-122.421933","",""
"3143","17508","INTERNATIONAL HOTEL SENIOR HOUSING, INC","848 KEARNY ST ","San Francisco","CA","94108","37.795778","-122.404978","",""
"3144","17522","AMES - RESTAURANT/BAR","125 03RD ST 1/F","San Francisco","CA","94103","37.786134","-122.401792","",""
"3145","17523","ST. REGIS HOTEL - MAIN KITCHEN + EMPLOYEE CAFETERIA","125 03RD ST 2/F","San Francisco","CA","94103","37.786134","-122.401792","",""
"3146","17524","VITRINES RESTAURANT + 3RD FLOOR PANTRY","125 03RD ST 4/F","San Francisco","CA","94103","37.786134","-122.401792","",""
"3147","17550","THE LOST LADLE CAFÉ","1550 BRYANT ST ","San Francisco","CA","94103","37.767578","-122.410705","",""
"3148","17570","TRES AGAVES","130 TOWNSEND ST ","San Francisco","CA","94107","37.780084","-122.391278","",""
"3149","17582","PASTA PARADISO","1 MARKET ST ","San Francisco","CA","94105","37.794347","-122.394932","",""
"3150","17616","SUGAR LOUNGE","377 HAYES ST ","San Francisco","CA","94102","37.776917","-122.422231","",""
"3151","17646","UNIVERSITY HIGH CAFÉ, BAYVIEW #2","1563 PAGE ST ","San Francisco","CA","94117","37.771003","-122.446346","",""
"3152","17647","ENJOY VEGETARIAN RESTAURANT","754 KIRKHAM ST ","San Francisco","CA","94122","37.760198","-122.469081","",""
"3153","17656","ICHIBAN TERIYAKI","5 STEVENSON ST ","San Francisco","CA","94105","37.790437","-122.398762","",""
"3154","17689","NEW MINGS RESTAURANT","641 MISSION ST ","San Francisco","CA","94105","37.787148","-122.400822","",""
"3155","17691","CP - HOL & JAM LEMONADE STAND # 04"," CANDLESTICK PARK  LL, SEC. 10","San Francisco","CA","94124","","","",""
"3156","17723","SUSHI SUKI RESTAURANT","360 C WEST PORTAL AVE ","San Francisco","CA","94127","37.738857","-122.457584","",""
"3157","17735","SUSHI BOOM II","1520 FILLMORE ST ","San Francisco","CA","94115","37.783617","-122.432737","",""
"3158","17736","HANURI","4217 GEARY BLVD ","San Francisco","CA","94118","37.780923","-122.464629","",""
"3159","17750","SQUAT AND GOBBLE CAFÉ","2263 CHESTNUT ST ","San Francisco","CA","94123","37.800254","-122.440467","",""
"3160","17754","ST. FRANCIS MARKET","016 WEST PORTAL AVE ","San Francisco","CA","94127","37.740727","-122.466012","",""
"3161","17762","PATXI'S CHICAGO PIZZA","511 HAYES ST ","San Francisco","CA","94102","37.776593","-122.425017","",""
"3162","17763","BAR TARTINE","561 VALENCIA ST ","San Francisco","CA","94110","37.763984","-122.421766","",""
"3163","17774","LA BOULANGE DE UNION","1909 UNION ST  #2","San Francisco","CA","94123","37.797644","-122.430877","",""
"3164","17779","NEW BOSWORTH MARKET","145 BOSWORTH  ","San Francisco","CA","94112","37.733466","-122.428086","",""
"3165","17822","PEET'S COFFEE & TEA","601 VAN NESS AVE SUITE A","San Francisco","CA","94102","37.781454","-122.420644","",""
"3166","17899","THE HOMESTEAD","2301 FOLSOM ST ","San Francisco","CA","94110","37.760447","-122.414746","",""
"3167","17933","NILE CAFÉ","544 JONES ST ","San Francisco","CA","94102","37.786307","-122.413026","",""
"3168","17946","PIZZERIA DELFINA","3611 18TH ST ","San Francisco","CA","","37.761657","-122.424347","",""
"3169","17947","UM MA SON","5850 GEARY BLVD","San Francisco","CA","94121","37.780278","-122.482311","",""
"3170","17957","DENNY'S RESTAURANT","816 MISSION ST ","San Francisco","CA","94103","37.784084","-122.404839","+14155248800",""
"3171","17992","JOOK TIME","3398A BALBOA ST","San Francisco","CA","94121","37.775875","-122.495205","",""
"3172","18016","KABUTO JAPANESE RESTAURANT","5121 GEARY BLVD ","San Francisco","CA","94118","37.780483","-122.474399","",""
"3173","18018","LA PINATA-TORTAS Y JUGOS","2471 MISSION ST ","San Francisco","CA","94110","37.757533","-122.418926","",""
"3174","18047","LAS PALMERAS","2721 MISSION ST ","San Francisco","CA","94110","37.753463","-122.418536","",""
"3175","18077","KAILA'S CORNER CUP","3655 LAWTON ST","San Francisco","CA","94122","37.756798","-122.501968","",""
"3176","18079","JOE'S COFFEE SHOP","6134 GEARY BLVD  ","San Francisco","CA","","37.780408","-122.485383","",""
"3177","18102","KIM SON RESTAURANT","3614 BALBOA ST ","San Francisco","CA","94121","37.775728","-122.497701","",""
"3178","18120","AYOLA","118 NEW MONTGOMERY STREET","San Francisco","CA","94105","37.787127","-122.400201","",""
"3179","18122","PAISANO'S CAFÉ","3017 MISSION ST","San Francisco","CA","94110","37.748757","-122.418047","",""
"3180","18126","TACOS SAN BUENA","768 SANSOME ST ","San Francisco","CA","94111","37.797327","-122.401957","",""
"3181","18127","NIBS","3717 BALBOA ST ","San Francisco","CA","94121","37.775606","-122.49856","",""
"3182","18148","HOY SUN RESTAURANT","2520 SAN BRUNO AVE ","San Francisco","CA","94134","37.729748","-122.404573","",""
"3183","18256","LOS COMPADRES CATERING","100 FOLSOM ST ","San Francisco","CA","94105","37.789953","-122.391209","+14155948119",""
"3184","18268","QUE SYRAH","230 WEST PORTAL AVE ","San Francisco","CA","94127","37.738609","-122.468423","",""
"3185","18298","ZEN YAI THAI RESTAURANT","771 ELLIS ST ","San Francisco","CA","94109","37.784051","-122.418852","",""
"3186","18310","CHEF HUNAN","4661 MISSION ST ","San Francisco","CA","94112","37.723782","-122.435446","",""
"3187","18318","ANNA'S TERIYAKI RESTAURANT","83 09TH ST ","San Francisco","CA","94103","37.774722","-122.406761","",""
"3188","18330","POWER UP CAFÉ","1001 BRANNAN ST ","San Francisco","CA","94103","37.769827","-122.407242","+14155835293",""
"3189","18357","THE BOARD ROOM","1609 POWELL ST ","San Francisco","CA","94133","37.799513","-122.410704","",""
"3190","18369","DONG BEI MAMA","4737 GEARY BLVD ","San Francisco","CA","94118","37.780663","-122.470319","",""
"3191","18399","STARBUCKS COFFEE","3735 BUCHANAN ST ","San Francisco","CA","94123","37.804444","-122.433625","",""
"3192","18400","ESTHER'S GERMAN BAKERY","2241 GEARY BLVD ","San Francisco","CA","94115","","","",""
"3193","18403","SIDEWALK JUICE BAR","3287 21ST ST ","San Francisco","CA","94110","37.756871","-122.42086","",""
"3194","18405","ZIRYAB","528 DIVISADERO ST ","San Francisco","CA","94117","37.774447","-122.437647","",""
"3195","18408","PEACHY'S PUFFS","236 E 08 ST ","San Francisco","CA","94103","","","",""
"3196","18419","TOKYO EXPRESS-TERIYAKI HOUSE III","3251 20TH AVE 250I","San Francisco","CA","94132","37.728497","-122.475639","",""
"3197","18422","PISCES CALIFORNIA CUISINE","3414 JUDAH ST  ","San Francisco","CA","94122","37.760769","-122.498792","",""
"3198","18426","FISHERMAN'S WHARF UNION 76","490 BAY ST ","San Francisco","CA","94133","37.80549","-122.415082","",""
"3199","18428","RYE","688 GEARY ST ","San Francisco","CA","94102","37.786619","-122.414636","",""
"3200","18443","RUMBLE FISH","200 23RD AVE ","San Francisco","CA","94121","37.783833","-122.482826","",""
"3201","18445","LITTLE VIETNAM CAFÉ","309 06TH AVE ","San Francisco","CA","94118","37.778382","-122.462787","",""
"3202","18457","ROADSIDE BBQ","3751 GEARY BLVD ","San Francisco","CA","94118","37.781126","-122.459447","",""
"3203","18462","JACK'S MARKET","471 03RD ST ","San Francisco","CA","94107","37.781607","-122.396125","",""
"3204","18475","SEBO","517 HAYES ST ","San Francisco","CA","94102","37.776572","-122.42495","",""
"3205","18480","IMPERIAL PALACE","818 WASHINGTON ST ","San Francisco","CA","94108","37.795138","-122.406863","",""
"3206","18489","THE SPORTS CLUB/LA - SAN FRANCISCO","747 MARKET ST ","San Francisco","CA","94103","37.786597","-122.404752","",""
"3207","18492","DURTY NELLY'S IRISH BAR & RESTAURANT","2328 IRVING ST ","San Francisco","CA","94122","37.763338","-122.483022","",""
"3208","18514","YUCATASIA DELI & SANDWICH","2164 MISSION ST ","San Francisco","CA","94110","37.762366","-122.419491","",""
"3209","18538","FARM FRESH TO YOU","1 FERRY BUILDING  #9","San Francisco","CA","94111","37.795225","-122.39377","",""
"3210","18551","GOLDEN CHOPSTICKS","1650 BALBOA ST ","San Francisco","CA","94121","37.776678","-122.476701","",""
"3211","18573","CAFÉ LE","2895 VAN NESS AVE ","San Francisco","CA","94109","37.802163","-122.424794","",""
"3212","18574","TOP LINES PRODUCE","720 TOLAND ST ","San Francisco","CA","94124","37.742713","-122.400044","",""
"3213","18577","AMC THEATRES METREON 15 - MAIN STAND","101 04TH ST 3/F","San Francisco","CA","94103","37.784548","-122.40419","",""
"3214","18580","AMC THEATRES METREON 15 - AUXILIARY STAND","101 04TH ST 3/F","San Francisco","CA","94103","37.784548","-122.40419","",""
"3215","18581","AMC THEATRES METREON 15 - IMAX STAND","101 04TH ST 3/F","San Francisco","CA","94103","37.784548","-122.40419","",""
"3216","18606","SHEBA RESTAURANT & LOUNGE","1419 FILLMORE ST ","San Francisco","CA","94115","37.782764","-122.432634","",""
"3217","18616","KATE O'BRIEN'S","579 HOWARD ST ","San Francisco","CA","94105","37.787248","-122.397632","",""
"3218","18624","MAGGIE MCGARRY'S","1353 GRANT AVE ","San Francisco","CA","94133","37.799265","-122.407362","",""
"3219","18672","SKY HIGH CAFÉ","1455 MARKET ST ","San Francisco","CA","94103","37.775977","-122.418126","+14155433970",""
"3220","18677","PAGOLAC","655 LARKIN ST","San Francisco","CA","94109","37.783952","-122.417726","",""
"3221","18681","TORTILLA HEIGHTS","1750 DIVISADERO ST ","San Francisco","CA","94115","37.785907","-122.439957","+14155297377",""
"3222","18686","SERVE WELL MARKET INC","595 ELLIS ST ","San Francisco","CA","94109","37.784411","-122.415954","",""
"3223","18728","FAT BELLI DELI","2598 SAN BRUNO AVE ","San Francisco","CA","94134","37.728947","-122.404201","",""
"3224","18729","GOLDEN STATE MARKET","298 MUNICH ST ","San Francisco","CA","94112","37.720979","-122.426785","",""
"3225","18731","PERILLA","836 IRVING ST ","San Francisco","CA","94122","37.764038","-122.467101","",""
"3226","18732","ROYAL GROUND COFFEE","2342 CLEMENT ST","San Francisco","CA","94118","37.782068","-122.484522","",""
"3227","18755","CAFÉ TROYA","349 CLEMENT ST.","San Francisco","CA","94118","37.782974","-122.463119","",""
"3228","18767","WONDERFUL DESSERT & CAFÉ","2035 IRVING ST ","San Francisco","CA","94122","37.763399","-122.479654","",""
"3229","18790","LILLY'S BAR-B-QUE","705 DIVISADERO ST ","San Francisco","CA","94117","37.776205","-122.438064","",""
"3230","18800","7-MISSION RESTAURANT","150 07TH ST ","San Francisco","CA","94103","37.778547","-122.41013","+14155863298",""
"3231","18804","VEGIWORKS, INC.","1910 JERROLD AVE ","San Francisco","CA","94124","37.742316","-122.395224","",""
"3232","18805","TERZO","3011 STEINER ST ","San Francisco","CA","94123","37.797144","-122.437224","",""
"3233","18815","LOTUS GARDEN VIETNAMESE CUISINE","3216 MISSION ST ","San Francisco","CA","94110","37.745188","-122.420187","",""
"3234","18818","OCCIDENTAL CIGAR CLUB","471 PINE ST ","San Francisco","CA","94104","37.791727","-122.403614","",""
"3235","18824","FRESCA RESTAURANT","24 WEST PORTAL AVE","San Francisco","CA","94122","37.740502","-122.466192","",""
"3236","18825","FRESCA RESTAURANT","3945 24TH ST ","San Francisco","CA","94114","37.751474","-122.430708","",""
"3237","18826","FRESCA RESTAURANT","2114 FILLMORE ST ","San Francisco","CA","94115","37.789074","-122.433783","+14155442668",""
"3238","18870","KEN'S KITCHEN","700 POLK ST ","San Francisco","CA","94109","37.783356","-122.419196","",""
"3239","18874","NORTH BEACH MARKET AND DELI","536 BROADWAY ST ","San Francisco","CA","94133","37.797978","-122.406134","",""
"3240","18901","JOHN'S SNACK & DELI","040 BATTERY ST","San Francisco","CA","94111","37.791718","-122.399593","",""
"3241","18921","NOPA","560 DIVISADERO ST ","San Francisco","CA","94117","37.774778","-122.437717","",""
"3242","18940","BRUNO'S","2389 MISSION ST ","San Francisco","CA","94110","37.758914","-122.419036","",""
"3243","18946","NOTES FROM UNDERGROUND CAFÉ","2399 VAN NESS AVE ","San Francisco","CA","94109","37.797443","-122.423884","",""
"3244","18952","HILTON FINANCIAL DISTRICT- RESTAURANT SEVEN FIFTY","750 KEARNY ST 1ST FLOOR","San Francisco","CA","94108","37.795057","-122.404876","",""
"3245","18953","HILTON FINANCIAL DISTRICT- BANQUET & CATERING","750 KEARNY ST 2ND FLOOR","San Francisco","CA","94108","37.795057","-122.404876","",""
"3246","18954","HILTON FINANCIAL DISTRICT-FLUTE COFFEE AND WINE BAR","750 KEARNY ST 1ST FLOOR","San Francisco","CA","94108","37.795057","-122.404876","",""
"3247","18963","THE SANDWICH CO","220 BUSH ST ","San Francisco","CA","94104","37.791148","-122.401264","",""
"3248","18981","FRASCATI","1901 HYDE ST ","San Francisco","CA","94109","37.798392","-122.418923","",""
"3249","18982","COLD STONE CREAMERY","119 ELLIS ST ","San Francisco","CA","94102","37.785423","-122.408378","",""
"3250","18996","RITUAL COFFEE ROASTERS","1026 VALENCIA ST ","San Francisco","CA","94110","37.756427","-122.421094","",""
